texto,sensivel
"        PORTARIA N° 337, DE 05 DE MAIO DE 2017   O ASSESSOR CHEFE, nomeado pelo Ato Governamental n.º 10.077/2016 de 11/04/2016, no uso das atribuições legais que lhe confere a Portaria nº 387 de 03/05/2016. Considerando a Sindicância Administrativa de protocolo n° 433071/2014, instaurada pela Portaria Conjunta n° 275/2014/AGE-COR/SEMA; Considerando que se observou o Princípio da Legalidade e garantiu-se o Contraditório e a Ampla Defesa; Resolve: Art. 1º Absolver o servidor Carlos Vítor Tim",1
"    RESOLUÇÃO N° 003/2013  O Presidente e os Membros do Conselho Deliberativo do Centro de Processamento de Dados do Estado de Mato Grosso – CEPROMAT, no uso de suas atribuições legais estabelecidas na Lei nº 3.359/1973 e no Estatuto do Cepromat, e  CONSIDERANDO a necessidade técnica de avaliar a estrutura do Cepromat frente as suas competências no âmbito do Poder Executivo do Estado de Mato Grosso.  RESOLVE:  Art. 1º - Aprovar que seja prorrogado por 180 (cento e oitenta) dias o prazo previsto ",1
"        INSTRUÇÃO NORMATIVA Nº 002/2024/SEPLAG   Estabelece diretrizes e procedimentos do Programa de Residência Técnica no âmbito da Administração Direta, Autárquica e Fundacional do Poder Executivo do Estado de Mato Grosso, e dá outras providências.   O SECRETÁRIO DE ESTADO DE PLANEJAMENTO E GESTÃO, no uso das atribuições que lhe confere o artigo 71, inciso II, da Constituição Estadual, e   CONSIDERANDO a Lei nº 12.330, de 28 de novembro de 2023, que dispõe sobre o Programa de Residênci",1
"        RESOLUÇÃO N° 199/2024/CETb/SETASC/MT   Aprova o Relatório de Gestão do Bloco de Gestão e Manutenção da Rede de Unidades de Atendimento do Sistema Nacional de Emprego, relativo ao exercício de 2023, proposto pela Secretaria de Estado de Assistência Social e Cidadania do Estado de Mato Grosso - SETASC/MT.   O CONSELHO ESTADUAL DO TRABALHO DE MATO GROSSO, criado através do Decreto n° 37 de 13 de fevereiro de 1995 regulamentado pelas leis n° 7.814 de 09 de dezembro de 2002, lei n° 7.9",1
"    PORTARIA Nº 011/2010  Cria a Comissão de Análise e Elaboração de Resolução Normativa sobre procedimentos de fiscalização do transporte intermunicipal de passageiros por veículos de aluguel/passeio e designa servidores para compô-la.  A PRESIDENTE DA AGÊNCIA ESTADUAL DE REGULAÇÃO DOS SERVIÇOS PÚBLICOS DELEGADOS DO ESTADO DE MATO GROSSO – AGER/MT, no uso das atribuições que lhe confere o art. 8°, II, “a” e art. 9°, X do Decreto n ° 1.403 de 30 de maio de 2000,   RESOLVE:  Art. 1º Criar a Comis",1
"    PORTARIA N.º 359/QCG/DGP, DE 10 DE OUTUBRO DE 2011  Reintegra ULISSES FERREIRA LEMES nas fileiras da PMMT.  O COMANDANTE GERAL DA POLÍCIA MILITAR DO ESTADO DE MATO GROSSO, no uso das atribuições que lhe confere o art. 6º, inciso V e XII, da Lei Complementar n.º 386 de 05 de março de 2010, resolve:  Art. 1º Suspender os efeitos da Exclusão a Bem da Disciplina publica Boletim Interno do Comando Geral de nº 1705 de 04 de janeiro de 2001, que excluiu a bem da disciplina do serviço ativo da Políc",1
"    RESOLUÃ‡ÃƒO NÂº. 53 DE 08 DE NOVEMBRO DE 2012  O Conselho Estadual de Recursos HÃ­dricos, no uso de suas atribuiÃ§Ãµes, tendo em vista o disposto na Lei nÂº 6.945, de 05 de novembro de 1997, que dispÃµe sobre a PolÃ­tica Estadual de Recursos HÃ­dricos; Considerando o Decreto nÂº 2.707, de 28 de julho de 2010, que Regulamenta o Conselho Estadual de Recursos HÃ­dricos e dÃ¡ outras providÃªncias; Considerando a ResoluÃ§Ã£o nÂ° 04 de 31 de maio de 2006, que estabelece critÃ©rios gerais na formaÃ",1
"    PORTARIA N.º 376/QCG/DGP, DE 21 DE OUTUBRO DE 2011  Reintegra ROBERTO ANTONIO DE MORAES nas fileiras da PMMT.  O COMANDANTE GERAL DA POLÍCIA MILITAR DO ESTADO DE MATO GROSSO, no uso das atribuições que lhe confere o art. 6º, inciso V e XII, da Lei Complementar n.º 386 de 05 de março de 2010, resolve:  Art. 1º Suspender a Exclusão a bem da disciplina do SD PM ROBERTO ANTONIO DE MORAES, publica através da Portaria nº 363/QCG/DGP de 14 de outubro de 2011, em cumprimento ao MANDADO DE SEGURANÇA ",1
"    PORTARIA NÂ° 025/2012 Designa servidor para atividade acadÃªmica/administrativa no Ã¢mbito da Universidade do Estado de Mato Grosso  O REITOR DA UNIVERSIDADE DO ESTADO DE MATO GROSSO, NO USO DE SUAS ATRIBUIÃ‡Ã•ES LEGAIS CONSIDERANDO o OfÃ­cio 08/2012-PRAD datado de 09.01.2012;  RESOLVE: Art. 1Â° Designar o servidor Profissional TÃ©cnico da EducaÃ§Ã£o Superior LUIZ MAR FAQUINI JÃšNIOR, matrÃ­cula 114155, lotado na Sede Administrativa, como Presidente da ComissÃ£o Permanente de LicitaÃ§Ã£o da ",1
"                                           RESOLUÇÃO-CEPS Nº 077/2011 - CEE/MT  O PRESIDENTE DO CONSELHO ESTADUAL DE EDUCAÇÃO DE MATO GROSSO, no uso de suas atribuições legais, considerando o que dispõe a Resolução nº 169/2006-CEE/MT, e tendo em vista o que consta do Processo nº 212561/2010–CEE/MT, e do Parecer CEPS nº 108/2011-CEE/MT, aprovado em 08 de novembro de 2011, R E S O L V E: Art. 1º - Autorizar o Curso Técnico em Enfermagem, do Eixo Tecnológico Ambiente, Saúde e Segurança, da Educação",1
"    PORTARIA Nº. 134/2010/GP/DETRAN/MT          O Presidente do Departamento Estadual de Trânsito, no uso de suas atribuições legais e, Considerando o que dispõe o Código de Trânsito Brasileiro, as Resoluções nº 267/08 e 283/08 do CONTRAN e as Portarias nº. 145/99, 51/04, 71/04 e 183/05, todas do Departamento Estadual de Trânsito – DETRAN/MT;  RESOLVE:          Art.1º.        Descredenciar, a pedido, a Psicóloga , CPF nº 618.783.679-00 – CRP 14/01381-8, para realização de exames psicológicos aos",1
"



ESTADO DE MATO GROSSO
SECRETARIA DE ESTADO DE EDUCAÇÃO
PORTARIA Nº 301/12/GS/SEDUC/MT
Dispõe sobre a organização do Calendário Escolar, Turmas e Matrícula nas Unidades Estaduais de Educação Infantil – UEEI, para o período letivo 2013.
O SECRETÁRIO DE ESTADO DE EDUCAÇÃO, no uso das atribuições legais e, considerando a Lei nº 9394/96, a Resolução 05/2009/CEB/CNE, Resolução 02/2009/CEE/MT e Decretos Estaduais nº 4575/1994 e nº 4576/1994, de criação da Creche Escola Estadual Nasla Joaquim Ascha",0
"



PORTARIA N.º 248/QCG/DGP, DE 20 DE JUNHO DE 2011

Exclui Policial Militar a pedido das fileiras da PMMT

O COMANDANTE GERAL DA POLÍCIA MILITAR DO ESTADO DE MATO GROSSO, no uso das atribuições que lhe confere o art. 6º, inciso XII, da Lei Complementar n.º 386 de 05 de março de 2010, resolve:

Art. 1º Excluir a Pedido do serviço ativo da Polícia Militar do Estado de Mato Grosso e conseqüentemente do CR-VII/19º BPM o Soldado PM KAYO MARCELO VIEIRA GUIMARÃES, RG nº 883.708 PMMT, a contar de 21 d",0
    PORTARIA NÂº. 326/2010/GS/SEDUC/MT  A SECRETÃ,1
"     TERMO DE CANCELAMENTO                  Aos 24 de abril de 2012 a SecretÃ¡ria Adjunta de Qualidade Ambiental- SEMA/MT, Mauren Lazzaretti, no uso de suas atribuiÃ§Ãµes, resolve acolher ao Despacho da Coordenadoria de MineraÃ§Ã£o, cancelando a LicenÃ§a de OperaÃ§Ã£o nÂ° 302759/2011, com validade, devido Ã  alteraÃ§Ã£o de razÃ£o social. Informamos que a mesma jÃ¡ foi substituÃ­da.                                         Mauren Lazzaretti SecretÃ¡ria adjunta de Qualidade Ambiental SEMA/MT    Cui",1
"        PORTARIA Nº 199/QCG/DGP, DE 10 DE MAIO 2017 Reverte militar estadual e dá outras providências. O COMANDANTE-GERAL DA POLÍCIA MILITAR DO ESTADO DE MATO GROSSO, no uso das atribuições que lhe confere o artigo 6º, incisos XII e XIII, da Lei Complementar nº 386 de 05 de março de 2010, bem como o artigo 172, parágrafo único, da Lei Complementar 555/14, resolve: Art. 1.º Reverter à atividade fim da Polícia Militar do Estado de Mato Grosso, o policial militar: MAJ CLEITON BATISTA TEODORO -",1
                                                 PORTARIA NÂº 055/2011/GAPL/CADQV/SGP. O SECRETÃ,1
"    PORTARIA Nº 137/2010 O Presidente do Instituto de Terras de Mato Grosso - INTERMAT, no uso das atribuições que lhe conferem os itens I e VI do artigo 631 do Decreto 1.546 de 26 de maio de 1.992, que  aprova o Regulamento deste Órgão: Considerando a faculdade prevista nos artigos 27 e 28, item I e II mais os parágrafos 1º e 2º da Lei  6.383 de 07 de dezembro de 1.976; Considerando os pressupostos contidos nos artigos 5º e 6º da Lei nº 3.922, de 20 de setembro de 1.977; Considerando orientaçõe",1
"        RESOLUÇÃO CIB/MT Nº 26 DE 08 DE FEVEREIRO DE 2024. Dispõe sobre a homologação da Resolução CIB/MT Ad Referendum nº 206, de 26 de dezembro de 2023, referente a aprovação de concessão de recursos financeiros de Cofinanciamento Estadual Excepcional de Custeio para manutenção e qualificação dos serviços de Atenção Básica e/ou Média Complexidade no valor de R$ 300.000,00 (trezentos mil reais), para o município de Tesouro, situado na Região de Saúde Sul Mato-grossense, Estado de Mato Gro",1
"







PORTARIA N° 013/2019/GP/DETRAN/MT
 
O
PRESIDENTE DO DEPARTAMENTO ESTADUAL DE TRÂNSITO DE MATO GROSSO - DETRAN/MT, no uso das atribuições que lhe são conferidas e nos
termos do Artigo 67 da Lei nº 8.666/1993.
RESOLVE:
Art.
1º. Designar os servidores para acompanhar
e fiscalizar os seguintes Contratos:
 



N° CONTRATO


OBJETO


FISCAL TITULAR


FISCAL SUBSTITUTO




S/N - 2017 - ENERGISA MATO
  GROSSO DISTRIBUIDORA DE ENERGIA S.A


Contratação de empresa especializada na prestação d",0
"    PORTARIA N°. 309 DE 07 DE JUNHO DE 2013  Outorgar a CAB Cuiabá S/A – Concessionária de Serviços Públicos de Água e Esgoto o direito de uso dos Recursos Hídricos para captação de água no Rio Coxipó.  O SECRETÁRIO ADJUNTO DE QUALIDADE AMBIENTAL DA SECRETARIA DE ESTADO DO MEIO AMBIENTE (SEMA/MT), no uso das atribuições legais que lhe confere a Portaria nº 110, de 26 de fevereiro de 2013; e,   Considerando os Termos da Lei Estadual nº 6.945 de 05 de novembro de 1997, que dispõe sobre a Política ",1
"    LEI COMPLEMENTAR Nº   417,   DE    17     DE     MARÇO     DE  2011.  Autor: Poder Executivo  Altera dispositivos da Lei Complementar nº 150, de 08 de janeiro de 2004, que dispõe sobre a qualificação de entidades como Organizações Sociais - OS, no âmbito do Poder Executivo Estadual, e dá outras providências.   A ASSEMBLÉIA LEGISLATIVA DO ESTADO DE MATO GROSSO, tendo em vista o que dispõe o Art. 45 da Constituição Estadual, aprova e o Governador do Estado sanciona a seguinte lei complementar:",1
"    RESOLUÇÃO Nº. 145/2013  A PRESIDENTE DO Conselho Estadual do Trabalho do Estado de Mato Grosso, criado através do Decreto no 37 de 13 de fevereiro de 1995, regulamentado pelas leis nº 7814 de 9 de dezembro de 2002, lei nº 7914 de 27 de junho de 2003, lei 8390 de 30 de novembro de 2005, lei 9108 de 13 de abril de 2009, no uso de suas atribuições legais de acordo com a Resolução 080/95 do CODEFAT  e de seu Regimento Interno, e  Resolve: Art.1º - Aprovar   “AD REFERENDUM”  o remanejamento da me",1
"    PORTARIA NÂº 1805/2011  O REITOR DA UNIVERSIDADE DO ESTADO DE MATO GROSSO, NO USO DE SUAS ATRIBUIÃ‡Ã•ES LEGAIS,   CONSIDERANDO O OFÃ",1
"        PORTARIA Nº 129/2024/GS/SEDUC/MT   Dispõe sobre a designação dos servidores para atuarem como Agentes de Contratação no âmbito da SEDUC-MT e dá outras providências.   O SECRETÁRIO DE ESTADO DE EDUCAÇÃO, no exercício das atribuições legais e considerando o que dispõe a Lei Complementar Estadual nº 612/2019, art. 71 da constituição do estado de Mato Grosso e seus incisos; Considerando o disposto no art. 8º da Lei Federal nº 14.133 de 2021. Considerando o art. 3º a 12 do Decreto Estad",1
"     PORTARIA / SETPU N° 5712013  RESOLVE     DESIGNAR, O servidor Engº LUIS CARLOS FERREIRA para Supervisionar e Fiscalizar a Execução de Serviços de Manutenção de Rodovia Não Pavimentada, na Rodovia MT-328, Trecho: Entr° MT-220 – Entr° MT-325, Sub-Trecho: Entr° MT-220, Tabaporã, com extensão de 38,000 Km, no Município de Tabaporã-MT, Conformidade com Instrumento Contratual Nº 210/2013 – ASJU, celebrado com a Firma: ALMEIDA CONSTRUÇÕES E SERVIÇOS LTDA efetuando medição dos serviços realizados e",1
"    ESTADO DE MATO GROSSO SECRETARIA DE ESTADO DE EDUCAÇÃO SECRETARIA ADJUNTA DE GESTÃO DE POLITICAS INSTITUCIONAIS DE PESSOAL SUPERINTENDÊNCIA DE GESTÃO DE PESSOAS COORDENADORIA DE MOVIMENTAÇÃO E MONITORAMENTO  PORTARIA N°.500 /2011/GS/SEDUC/MT                  A SECRETÁRIA DE ESTADO DE EDUCAÇÃO, no uso das suas atribuições que lhes são conferidas por lei,  RESOLVE:  Art. 1º Cessar a partir de 23 de dezembro de 2009, para fins de regularização funcional, os efeitos da Portaria/SEDUC/00043/2009 ",1
"        PORTARIA Nº 52//SEPLAG/2024   A SECRETÁRIA ADJUNTA DE GESTÃO DE PESSOAS, DESENVOLVIMENTO E RELAÇÕES DO  TRABALHO DA SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTÃO, no uso de suas atribuições legais, considerando o disposto no art. 3º, inciso II, da Lei Complementar nº 239, de 28.12.2005; considerando a Portaria nº 084/2020/SEPLAG publicada no Diário Oficial do Estado de 17 de setembro de 2020; considerando o disposto na Lei Complementar nº 50 de 1º de outubro de 1998, ALTERADO PELA",1
"                                                    PORTARIA N. 063/09-CEE/MT   O CONSELHO ESTADUAL DE EDUCAÇÃO DE MATO GROSSO, no uso de suas atribuições legais, mediante a legislação de ensino SES/SECITEC e tendo em vista o que consta do Processo n. 713/08-CEE/MT e do Parecer n. 140/09-CEE/MT, de 27 de outubro de 2009, da Câmara de Educação Profissional e de Educação Superior- CEPS/MT.  R E S O L V E: Art. 1º - Reconhecer, para fins de Diplomação, o Curso de Bacharelado em Direito – Turma Espe",1
"     PORTARIA / SETPU N° 364/2013  RESOLVE    DESIGNAR, O servidor Eng° LUIS CARLOS FERREIRA para Supervisionar e Fiscalizar a Execução de Serviços de Manutenção de Rodovia Não Pavimentada, na Rodovia MT-160, Trecho: Juara – Alta Floresta; Sub – Trecho: Entrº MT—325 (Jaú) –Rio dos Peixes, com extensão de 45,0 Km, no Município de Juara - MT, de Conformidade com Instrumento Contratual Nº 076/2013 – ASJU, celebrado com a Firma: TUCURUÍ CONSTRUÇÕES LTDA, efetuando medição dos serviços realizados e n",1
"    LEI Nº               9.451,               DE   22   DE         OUTUBRO          DE 2010.  Autor: Poder Executivo Autoriza o Poder Executivo, por meio do INTERMAT, a proceder à regularização das áreas que discrimina, e dá outras providências, que passa a ter a seguinte redação.  A ASSEMBLEIA LEGISLATIVA DO ESTADO DE MATO GROSSO, tendo em vista o que dispõe o Art. 42 da Constituição Estadual, aprova e o Governador do Estado sanciona a seguinte lei:  Art. 1º Fica o Poder Executivo, por meio do ",1
"    RESOLUÇÃO Nº 005/2010/CE-ESPMT/SES-MT “Aprova o Curso: Introdução à Epidemiologia Aplicada a Gestão.” O CONSELHO ESCOLAR DA ESCOLA DE SAÚDE PÚBLICA, no uso das suas atribuições regimentais e conforme deliberação em reunião ordinária de 07 de maio de 2010.  R E S O L V E: Art. 1º Aprovar o Curso: Introdução à Epidemiologia Aplicada a Gestão. Art. 2º O referido curso tem como objetivo capacitar os Técnicos do SUS para planejar ações e avaliar estratégias de controle e intervenção adotadas.  Se",1
"    DECRETO Nº          1.070,          DE   13   DE             ABRIL               DE 2012.  Promove Oficial da Polícia Militar do Estado de Mato Grosso.   O GOVERNADOR DO ESTADO DE MATO GROSSO, no uso das atribuições que lhe confere o Artigo 66, inciso III, da Constituição Estadual, e tendo em vista o disposto no Artigo 4°, inciso II, Artigos 16 e 18, da Lei n° 9.323, de 11 de março de 2010 c/c com o Decreto n° 2.443 de 17 de março de 2010,  D E C R E T A:  Art. 1º  Fica Promovido o Oficial d",1
     Portaria Conjunta nÂº. 441/SAD/SES/2009.   O SECRETÃ,1
"







RESOLUÇÃO Nº 06/2024/CIBSUAS/SETASC/MT.
 
Altera e inclui dispositivo na Resolução CIB n° 04/2023 que pactua os entrega dos relatórios do
segundo semestre do ano de 2023.
 
A
COMISSÃO INTERGESTORES BIPARTITE DO SISTEMA ÚNICO DE ASSISTÊNCIA SOCIAL - CIB/SUAS/MT, de acordo com as
competências do seu Regimento Interno estabelecidas na Norma Operacional Básica
do Sistema Único de Assistência Social (NOB-SUAS), e:
CONSIDERANDO
a Resolução nº 04/2023 que estabelece os prazos para entrega ",0
    PORTARIA 303/2010/GS/SEDUC/MT  A SECRETÃ,1
"    RESOLUÇÃO Nº 03/2012   O CONSELHO ESTADUAL DE SAÚDE DE MATO GROSSO, no uso de suas atribuições legais que lhe confere a Lei Complementar nº 22, de 09 de novembro de 1992 e o artigo 13, alínea “a” e parágrafo único do Regimento Interno do Conselho Estadual de Saúde;  CONSIDERANDO o que dispõe o § 3º do artigo 19 da Lei Complementar Nº 22 que a Secretaria de Estado de Saúde proporcionará ao Conselho as condições para seu pleno e regular funcionamento e lhe dará o suporte técnico, administrativ",1
